Show,Date,Artist,Song,Total,Placement,file_path,vggish_dance,vggish_party,vggish_happy,vggish_sad,effnet_party,effnet_happy,effnet_sad,effnet_approachability,effnet_engagement,effnet_timbre_bright,tempo
Show! Music Core,2024-05-04,QWER,T.B.H,5790,3,data/audio/t.b.h_qwer.flac,85.89406609535217,24.704137444496155,74.36307072639465,86.46832704544067,2.4541307240724564,69.66458559036255,95.7373321056366,83.45041275024414,98.58788251876831,51.92070007324219,89.0
Inkigayo,2024-05-05,ILLIT,Magnetic,6640,1,data/audio/magnetic_illit.flac,94.98702883720398,19.35322731733322,76.64216756820679,79.41518425941467,3.9500273764133453,64.38089609146118,90.43017625808716,57.46683478355408,92.15028882026672,50.2707839012146,131.0
Inkigayo,2024-05-05,BABYMONSTER,Sheesh,5998,2,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
Inkigayo,2024-05-05,TWS,plot twist,4474,3,data/audio/plot_twist_tws.flac,95.52295207977295,12.521101534366608,76.53722763061523,82.73884654045105,1.9281622022390366,45.05893290042877,87.98388242721558,88.13832998275757,91.56128764152527,51.556938886642456,112.0
The Show,2024-05-07,Solar,But I,7270,1,data/audio/but_i_solar.flac,61.544227600097656,58.218783140182495,45.29918432235718,44.36296820640564,33.7463915348053,35.487473011016846,62.45831251144409,86.26963496208191,83.64441990852356,51.53992772102356,140.0
The Show,2024-05-07,YOUNITE,GEEKIN,3761,2,data/audio/geekin_younite.flac,96.47316336631775,12.234775722026825,77.4658739566803,88.29092383384705,2.962910011410713,55.33921718597412,92.52742528915405,82.28545784950256,95.70170044898987,50.25373101234436,113.0
The Show,2024-05-07,82MAJOR,Choke,2950,3,data/audio/choke_82major.flac,92.53913760185242,20.446108281612396,65.67244529724121,74.81195330619812,8.194534480571747,33.80016386508942,87.73249983787537,76.47510170936584,95.43291330337524,49.573370814323425,106.0
Show Champion,2024-05-08,SEVENTEEN,MAESTRO,5988,1,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
Show Champion,2024-05-08,Zico,SPOT! (feat. JENNIE),4113,2,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Show Champion,2024-05-08,IVE,HEYA,3635,3,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
Show Champion,2024-05-08,Xdinary Heroes,Little Things,2654,4,data/audio/little_things_xdinary_heroes.flac,47.357454895973206,59.65994596481323,51.86561346054077,75.23247003555298,56.93099498748779,53.97083759307861,81.59576654434204,81.20232820510864,94.96299624443054,55.07862567901611,90.0
Show Champion,2024-05-08,Solar,But I,1200,5,data/audio/but_i_solar.flac,61.544227600097656,58.218783140182495,45.29918432235718,44.36296820640564,33.7463915348053,35.487473011016846,62.45831251144409,86.26963496208191,83.64441990852356,51.53992772102356,140.0
M Countdown,2024-05-09,SEVENTEEN,MAESTRO,0,1,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
Music Bank,2024-05-10,SEVENTEEN,MAESTRO,8614,1,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
Music Bank,2024-05-10,IVE,HEYA,7697,2,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
Show! Music Core,2024-05-11,SEVENTEEN,MAESTRO,9278,1,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
Show! Music Core,2024-05-11,IVE,HEYA,5923,2,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
Show! Music Core,2024-05-11,Zico,SPOT! (feat. JENNIE),5050,3,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Inkigayo,2024-05-12,Zico,SPOT! (feat. JENNIE),6861,1,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Inkigayo,2024-05-12,SEVENTEEN,MAESTRO,6733,2,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
Inkigayo,2024-05-12,IVE,HEYA,6205,3,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
The Show,2024-05-14,tripleS,Girls Never Die,7200,1,data/audio/girls_never_die_triples.flac,84.03577208518982,32.71082937717438,79.95836734771729,70.0900137424469,6.705210357904434,50.690191984176636,90.91635942459106,92.6792562007904,94.77693438529968,48.11158776283264,95.0
The Show,2024-05-14,Kim Jae-hwan,Amaid,5925,2,data/audio/amaid_kim_jae-hwan.flac,84.88844633102417,54.509758949279785,59.62855815887451,52.7085542678833,18.07771623134613,22.188569605350494,77.41440534591675,89.64649438858032,87.92946934700012,53.32901477813721,100.0
The Show,2024-05-14,YOUNITE,GEEKIN,3394,3,data/audio/geekin_younite.flac,96.47316336631775,12.234775722026825,77.4658739566803,88.29092383384705,2.962910011410713,55.33921718597412,92.52742528915405,82.28545784950256,95.70170044898987,50.25373101234436,113.0
M Countdown,2024-05-16,SEVENTEEN,MAESTRO,6797,1,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
M Countdown,2024-05-16,Zico,SPOT! (feat. JENNIE),6460,2,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Music Bank,2024-05-17,SEVENTEEN,MAESTRO,7216,1,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
Music Bank,2024-05-17,IVE,HEYA,6991,2,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
Show! Music Core,2024-05-18,Lim Young-woong,Warmth,6825,1,data/audio/warmth_lim_young-woong.flac,9.700828045606613,98.01861047744751,10.33860445022583,3.444616124033928,98.62719178199768,4.187721386551857,5.6120943278074265,94.19171810150146,68.73328685760498,52.953314781188965,65.0
Show! Music Core,2024-05-18,Zico,SPOT! (feat. JENNIE),5404,2,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Show! Music Core,2024-05-18,IVE,HEYA,4873,3,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
Inkigayo,2024-05-19,Zico,SPOT! (feat. JENNIE),7968,1,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Inkigayo,2024-05-19,IVE,HEYA,6744,2,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
Inkigayo,2024-05-19,BABYMONSTER,Sheesh,5796,3,data/audio/sheesh_babymonster.flac,81.91134929656982,32.23540782928467,63.81814479827881,69.4308340549469,11.469165235757828,51.40891671180725,82.97555446624756,88.1226122379303,91.32586121559143,51.21859908103943,140.0
The Show,2024-05-21,ZEROBASEONE,Feel The POP,8750,1,data/audio/feel_the_pop_zerobaseone.flac,91.43170714378357,27.61799991130829,70.7660436630249,66.93665981292725,8.620522171258926,66.78552031517029,86.13625168800354,77.70763635635376,96.40570282936096,47.78014421463013,149.0
The Show,2024-05-21,tripleS,Girls Never Die,4713,2,data/audio/girls_never_die_triples.flac,84.03577208518982,32.71082937717438,79.95836734771729,70.0900137424469,6.705210357904434,50.690191984176636,90.91635942459106,92.6792562007904,94.77693438529968,48.11158776283264,95.0
The Show,2024-05-21,ZEROBASEONE,SWEAT,3435,3,data/audio/sweat_zerobaseone.flac,93.98460388183594,13.688306510448456,81.59817457199097,82.95249938964844,3.1308408826589584,41.76348149776459,89.54079747200012,95.82345485687256,93.81558299064636,53.44074368476868,119.0
Show Champion,2024-05-22,ZEROBASEONE,Feel The POP,5858,1,data/audio/feel_the_pop_zerobaseone.flac,91.43170714378357,27.61799991130829,70.7660436630249,66.93665981292725,8.620522171258926,66.78552031517029,86.13625168800354,77.70763635635376,96.40570282936096,47.78014421463013,149.0
Show Champion,2024-05-22,Zico,SPOT! (feat. JENNIE),3861,2,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Show Champion,2024-05-22,tripleS,Girls Never Die,1769,3,data/audio/girls_never_die_triples.flac,84.03577208518982,32.71082937717438,79.95836734771729,70.0900137424469,6.705210357904434,50.690191984176636,90.91635942459106,92.6792562007904,94.77693438529968,48.11158776283264,95.0
Show Champion,2024-05-22,SEVENTEEN,MAESTRO,1418,4,data/audio/maestro_seventeen.flac,91.87995195388794,17.593085765838623,67.03302264213562,82.18198418617249,7.389674335718155,31.828388571739197,87.73316740989685,68.55664849281311,96.16984724998474,48.770782351493835,152.0
Show Champion,2024-05-22,FANTASY BOYS,Pitter-Patter-Love,1341,5,data/audio/pitter-patter-love_fantasy_boys.flac,96.96362614631653,9.287876635789871,83.59360694885254,87.39827275276184,4.301410913467407,64.350825548172,86.7656946182251,93.77614259719849,97.28929400444031,51.190000772476196,126.0
M Countdown,2024-05-23,aespa,Supernova,7214,1,data/audio/supernova_aespa.flac,94.87575888633728,10.830870270729065,69.03604865074158,85.69133281707764,4.206053540110588,54.540783166885376,93.03708076477051,82.6780378818512,94.79486346244812,47.5536584854126,120.0
M Countdown,2024-05-23,ZEROBASEONE,Feel The POP,5776,2,data/audio/feel_the_pop_zerobaseone.flac,91.43170714378357,27.61799991130829,70.7660436630249,66.93665981292725,8.620522171258926,66.78552031517029,86.13625168800354,77.70763635635376,96.40570282936096,47.78014421463013,149.0
Music Bank,2024-05-24,ZEROBASEONE,Feel The POP,13101,1,data/audio/feel_the_pop_zerobaseone.flac,91.43170714378357,27.61799991130829,70.7660436630249,66.93665981292725,8.620522171258926,66.78552031517029,86.13625168800354,77.70763635635376,96.40570282936096,47.78014421463013,149.0
Music Bank,2024-05-24,aespa,Supernova,4569,2,data/audio/supernova_aespa.flac,94.87575888633728,10.830870270729065,69.03604865074158,85.69133281707764,4.206053540110588,54.540783166885376,93.03708076477051,82.6780378818512,94.79486346244812,47.5536584854126,120.0
Show! Music Core,2024-05-25,aespa,Supernova,7167,1,data/audio/supernova_aespa.flac,94.87575888633728,10.830870270729065,69.03604865074158,85.69133281707764,4.206053540110588,54.540783166885376,93.03708076477051,82.6780378818512,94.79486346244812,47.5536584854126,120.0
Show! Music Core,2024-05-25,IVE,HEYA,6220,2,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
Show! Music Core,2024-05-25,Zico,SPOT! (feat. JENNIE),5826,3,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Inkigayo,2024-05-26,aespa,Supernova,6807,1,data/audio/supernova_aespa.flac,94.87575888633728,10.830870270729065,69.03604865074158,85.69133281707764,4.206053540110588,54.540783166885376,93.03708076477051,82.6780378818512,94.79486346244812,47.5536584854126,120.0
Inkigayo,2024-05-26,Zico,SPOT! (feat. JENNIE),6465,2,data/audio/spot!_(feat._jennie)_zico.flac,94.99024152755737,12.775713205337524,79.14328575134277,85.12312173843384,2.1745875477790833,58.39764475822449,90.12248516082764,83.477383852005,97.13049530982971,51.45273804664612,108.0
Inkigayo,2024-05-26,IVE,HEYA,5657,3,data/audio/heya_ive.flac,95.05591988563538,14.491881430149078,76.78307890892029,75.09668469429016,3.2285530120134354,50.044602155685425,92.31197237968445,91.81948900222778,94.80435848236084,52.493929862976074,92.0
The Show,2024-05-28,ZEROBASEONE,Feel The POP,7430,1,data/audio/feel_the_pop_zerobaseone.flac,91.43170714378357,27.61799991130829,70.7660436630249,66.93665981292725,8.620522171258926,66.78552031517029,86.13625168800354,77.70763635635376,96.40570282936096,47.78014421463013,149.0
The Show,2024-05-28,tripleS,Girls Never Die,5819,2,data/audio/girls_never_die_triples.flac,84.03577208518982,32.71082937717438,79.95836734771729,70.0900137424469,6.705210357904434,50.690191984176636,90.91635942459106,92.6792562007904,94.77693438529968,48.11158776283264,95.0
The Show,2024-05-28,ONEUS,Now,2988,3,data/audio/now_oneus.flac,94.5546805858612,16.136248409748077,70.07912397384644,81.78472518920898,3.2478459179401398,39.25095796585083,90.45725464820862,84.0718686580658,94.44718360900879,50.372862815856934,121.0
Show Champion,2024-05-29,NewJeans,How Sweet,5759,1,data/audio/how_sweet_newjeans.flac,96.49555683135986,15.634742379188538,69.78949904441833,84.96832847595215,3.1059006229043007,45.275864005088806,93.547123670578,62.77244687080383,92.90828108787537,51.542192697525024,125.0
Show Champion,2024-05-29,ZEROBASEONE,Feel The POP,4745,2,data/audio/feel_the_pop_zerobaseone.flac,91.43170714378357,27.61799991130829,70.7660436630249,66.93665981292725,8.620522171258926,66.78552031517029,86.13625168800354,77.70763635635376,96.40570282936096,47.78014421463013,149.0
Show Champion,2024-05-29,NEXZ,Ride the Vice,3383,3,data/audio/ride_the_vice_nexz.flac,95.92766165733337,17.153508961200714,68.83193850517273,82.70153403282166,3.115442208945751,34.3049019575119,89.5395576953888,74.3829607963562,94.32830810546875,47.76020050048828,90.0
Show Champion,2024-05-29,tripleS,Girls Never Die,2416,4,data/audio/girls_never_die_triples.flac,84.03577208518982,32.71082937717438,79.95836734771729,70.0900137424469,6.705210357904434,50.690191984176636,90.91635942459106,92.6792562007904,94.77693438529968,48.11158776283264,95.0
Show Champion,2024-05-29,ONEUS,Now,1194,5,data/audio/now_oneus.flac,94.5546805858612,16.136248409748077,70.07912397384644,81.78472518920898,3.2478459179401398,39.25095796585083,90.45725464820862,84.0718686580658,94.44718360900879,50.372862815856934,121.0
M Countdown,2024-05-30,aespa,Supernova,7960,1,data/audio/supernova_aespa.flac,94.87575888633728,10.830870270729065,69.03604865074158,85.69133281707764,4.206053540110588,54.540783166885376,93.03708076477051,82.6780378818512,94.79486346244812,47.5536584854126,120.0
M Countdown,2024-05-30,NewJeans,How Sweet,4635,2,data/audio/how_sweet_newjeans.flac,96.49555683135986,15.634742379188538,69.78949904441833,84.96832847595215,3.1059006229043007,45.275864005088806,93.547123670578,62.77244687080383,92.90828108787537,51.542192697525024,125.0
Music Bank,2024-05-31,NewJeans,How Sweet,9836,1,data/audio/how_sweet_newjeans.flac,96.49555683135986,15.634742379188538,69.78949904441833,84.96832847595215,3.1059006229043007,45.275864005088806,93.547123670578,62.77244687080383,92.90828108787537,51.542192697525024,125.0
Music Bank,2024-05-31,aespa,Supernova,5272,2,data/audio/supernova_aespa.flac,94.87575888633728,10.830870270729065,69.03604865074158,85.69133281707764,4.206053540110588,54.540783166885376,93.03708076477051,82.6780378818512,94.79486346244812,47.5536584854126,120.0
Show! Music Core,2024-06-01,aespa,Supernova,8200,1,data/audio/supernova_aespa.flac,94.87575888633728,10.830870270729065,69.03604865074158,85.69133281707764,4.206053540110588,54.540783166885376,93.03708076477051,82.6780378818512,94.79486346244812,47.5536584854126,120.0
